imdb.id,award.institution,imdb.event.id,award.imdb.year,awards.nom.win,award,award.category,award.person,imdb.name.id
tt0063291,Karlovy Vary International Film Festival,ev0000384,1968,Winner,FIPRESCI Prize,,Tomás Gutiérrez Alea,nm0349425
tt0063291,Karlovy Vary International Film Festival,ev0000384,1968,Nominee,Crystal Globe,Best Film,Tomás Gutiérrez Alea,nm0349425
tt0063291,"National Society of Film Critics Awards, USA",ev0000471,1974,Winner,Richard and Hilda Rosenthal Foundation Award,,,
tt0063291,"National Society of Film Critics Awards, USA",ev0000471,1974,Nominee,NSFC Award,Best Actor,Sergio Corrieri,nm0180959
tt0064490,Argentinean Film Critics Association Awards,ev0000038,1970,Winner,Silver Condor,Best Screenplay (Mejor Libro),Jorge Luis Borges,nm0096566
tt0064490,Argentinean Film Critics Association Awards,ev0000038,1970,Winner,Silver Condor,Best Screenplay (Mejor Libro),Adolfo Bioy Casares,nm0083201
tt0064490,Locarno International Film Festival,ev0000400,1969,Winner,Special Mention,,Hugo Santiago,nm0763587
tt0064609,Moscow International Film Festival,ev0000450,1969,Winner,Golden Prize,Best Feature Film,Humberto Solás,nm0813695
tt0065853,Primetime Emmy Awards,ev0000223,1970,Winner,Primetime Emmy,Outstanding Achievement in News Documentary Programming - Programs,Frederick Wiseman,nm0936464
tt0065853,Primetime Emmy Awards,ev0000223,1970,Winner,Primetime Emmy,Outstanding Achievement in News Documentary Programming - Individuals,Frederick Wiseman,nm0936464
tt0065853,"National Film Preservation Board, USA",ev0000468,1994,Winner,National Film Registry,,,
tt0066580,"Academy Awards, USA",ev0000003,1971,Winner,Oscar,"Best Documentary, Features",Bob Maurice,nm1646319
tt0066580,"Academy Awards, USA",ev0000003,1971,Nominee,Oscar,Best Sound,Dan Wallin,nm0909163
tt0066580,"Academy Awards, USA",ev0000003,1971,Nominee,Oscar,Best Sound,L.A. Johnson,nm0425588
tt0066580,"Academy Awards, USA",ev0000003,1971,Nominee,Oscar,Best Film Editing,Thelma Schoonmaker,nm0774817
tt0066580,"National Film Preservation Board, USA",ev0000468,1996,Winner,National Film Registry,,,
tt0067324,Mannheim-Heidelberg International Filmfestival,ev0000358,1971,Winner,Interfilm Award,,Werner Herzog,nm0001348
tt0069293,"Academy of Science Fiction, Fantasy & Horror Films, USA",ev0000004,1977,Nominee,Golden Scroll,Best Science Fiction Film,,
tt0069293,Cannes Film Festival,ev0000147,1972,Winner,FIPRESCI Prize,,Andrei Tarkovsky,nm0001789
tt0069293,Cannes Film Festival,ev0000147,1972,Winner,Grand Prize of the Jury,,Andrei Tarkovsky,nm0001789
tt0069293,Cannes Film Festival,ev0000147,1972,Nominee,Palme d'Or,,Andrei Tarkovsky,nm0001789
tt0069293,Chicago International Film Festival,ev0000165,1973,Nominee,Gold Hugo,Best Feature,Andrei Tarkovsky,nm0001789
tt0069293,Chicago International Film Festival,ev0000165,1972,Nominee,Gold Hugo,Best Feature,Andrei Tarkovsky,nm0001789
tt0069293,Faro Island Film Festival,ev0013532,1972,Winner,Audience Award,Best Film,Andrei Tarkovsky,nm0001789
tt0069293,Faro Island Film Festival,ev0013532,1972,Winner,FIPRESCI Prize,Main Competition,Andrei Tarkovsky,nm0001789
tt0069293,Faro Island Film Festival,ev0013532,1972,Winner,Golden Train Award,Best Film,Andrei Tarkovsky,nm0001789
tt0071615,Taormina International Film Festival,ev0000642,1973,Winner,Special Mention,,Alejandro Jodorowsky,nm0423524
tt0071615,Taormina International Film Festival,ev0000642,1973,Nominee,Golden Charybdis,,Alejandro Jodorowsky,nm0423524
tt0072962,"Cinema Eye Honors Awards, US",ev0001823,2016,Winner,Cinema Eye Honors Award,The Influentials,Orson Welles,nm0000080
tt0072962,"Cinema Eye Honors Awards, US",ev0001823,2014,Winner,Cinema Eye Honors Award,The Influentials,Orson Welles,nm0000080
tt0072962,Sant Jordi Awards,ev0000988,1974,Winner,Sant Jordi,Best Foreign Film (Mejor Película Extranjera),Orson Welles,nm0000080
tt0073076,Chicago International Film Festival,ev0000165,1976,Nominee,Gold Hugo,Best Feature,David Maysles,nm0563100
tt0073076,Chicago International Film Festival,ev0000165,1976,Nominee,Gold Hugo,Best Feature,Albert Maysles,nm0563099
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2016,Winner,Cinema Eye Honors Award,The Influentials,Albert Maysles,nm0563099
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2016,Winner,Cinema Eye Honors Award,The Influentials,David Maysles,nm0563100
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2016,Winner,Cinema Eye Honors Award,The Influentials,Ellen Hovde,nm0396985
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2016,Winner,Cinema Eye Honors Award,The Influentials,Muffie Meyer,nm0583287
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2015,Winner,Cinema Eye Honors Award,The Influentials,Albert Maysles,nm0563099
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2015,Winner,Cinema Eye Honors Award,The Influentials,David Maysles,nm0563100
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2015,Winner,Cinema Eye Honors Award,The Influentials,Ellen Hovde,nm0396985
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2015,Winner,Cinema Eye Honors Award,The Influentials,Muffie Meyer,nm0583287
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2014,Winner,Cinema Eye Honors Award,The Influentials,Albert Maysles,nm0563099
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2014,Winner,Cinema Eye Honors Award,The Influentials,David Maysles,nm0563100
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2014,Winner,Cinema Eye Honors Award,The Influentials,Ellen Hovde,nm0396985
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2014,Winner,Cinema Eye Honors Award,The Influentials,Muffie Meyer,nm0583287
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2011,Winner,Cinema Eye Legacy Award,,Albert Maysles,nm0563099
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2011,Winner,Cinema Eye Legacy Award,,David Maysles,nm0563100
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2011,Winner,Cinema Eye Legacy Award,,Ellen Hovde,nm0396985
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2011,Winner,Cinema Eye Legacy Award,,Muffie Meyer,nm0583287
tt0073076,"Cinema Eye Honors Awards, US",ev0001823,2011,Winner,Cinema Eye Legacy Award,,Susan Froemke,nm0297085
tt0073076,Faro Island Film Festival,ev0013532,1975,Winner,FIPRESCI Prize,Nobody Cares Competition,Ellen Hovde,nm0396985
tt0073076,Faro Island Film Festival,ev0013532,1975,Winner,FIPRESCI Prize,Nobody Cares Competition,Albert Maysles,nm0563099
tt0073076,Faro Island Film Festival,ev0013532,1975,Winner,FIPRESCI Prize,Nobody Cares Competition,David Maysles,nm0563100
tt0073076,Faro Island Film Festival,ev0013532,1975,Winner,FIPRESCI Prize,Nobody Cares Competition,Muffie Meyer,nm0583287
tt0073076,Faro Island Film Festival,ev0013532,1975,Nominee,Golden Moon Award,Best Film,David Maysles,nm0563100
tt0073076,Faro Island Film Festival,ev0013532,1975,Nominee,Golden Moon Award,Best Film,Albert Maysles,nm0563099
tt0073076,Faro Island Film Festival,ev0013532,1975,Nominee,Golden Moon Award,Best Film,Ellen Hovde,nm0396985
tt0073076,Faro Island Film Festival,ev0013532,1975,Nominee,Golden Moon Award,Best Film,Muffie Meyer,nm0583287
tt0073076,"National Film Preservation Board, USA",ev0000468,2010,Winner,National Film Registry,,,
tt0073887,"Cinema Eye Honors Awards, US",ev0001823,2016,Winner,Cinema Eye Honors Award,The Influentials,Frederick Wiseman,nm0936464
tt0074102,British Film Institute Awards,ev0001534,1976,Winner,Sutherland Trophy,,Nagisa Ôshima,nm0651915
tt0074102,Chicago International Film Festival,ev0000165,1976,Winner,Special Jury Prize,Special Jury Award,Nagisa Ôshima,nm0651915
tt0074102,Hochi Film Awards,ev0000323,1976,Winner,Hochi Film Award,Best Actor,Tatsuya Fuji,nm0297686
tt0074102,"SESC Film Festival, Brazil",ev0002530,1981,Winner,Critics Award,Best Foreign Film (Melhor Filme Estrangeiro),Nagisa Ôshima,nm0651915
tt0074256,"Academy Awards, USA",ev0000003,1977,Nominee,Oscar,"Best Music, Original Song Score and Its Adaptation or Best Adaptation Score",Paul Williams,nm0931437
tt0074256,"Golden Globes, USA",ev0000292,1977,Nominee,Golden Globe,Best Motion Picture - Comedy or Musical,,
tt0074256,"Golden Globes, USA",ev0000292,1977,Nominee,Golden Globe,Best Original Score - Motion Picture,Paul Williams,nm0931437
tt0074256,"Golden Globes, USA",ev0000292,1977,Nominee,Golden Globe,Best Original Song - Motion Picture,Paul Williams,nm0931437
tt0074256,BAFTA Awards,ev0000123,1977,Winner,BAFTA Film Award,Most Promising Newcomer to Leading Film Roles,Jodie Foster,nm0000149
tt0074256,BAFTA Awards,ev0000123,1977,Winner,BAFTA Film Award,Best Production Design/Art Direction,Geoffrey Kirkland,nm0456644
tt0074256,BAFTA Awards,ev0000123,1977,Winner,BAFTA Film Award,Best Screenplay,Alan Parker,nm0000570
tt0074256,BAFTA Awards,ev0000123,1977,Winner,BAFTA Film Award,Best Sound Track,Les Wiggins,nm0927796
tt0074256,BAFTA Awards,ev0000123,1977,Winner,BAFTA Film Award,Best Sound Track,Clive Winter,nm0935698
tt0074256,BAFTA Awards,ev0000123,1977,Winner,BAFTA Film Award,Best Sound Track,Ken Barker,nm0054928
tt0074256,BAFTA Awards,ev0000123,1977,Winner,BAFTA Film Award,Best Supporting Actress,Jodie Foster,nm0000149
tt0074256,BAFTA Awards,ev0000123,1977,Nominee,Anthony Asquith Award for Film Music,,Paul Williams,nm0931437
tt0074256,BAFTA Awards,ev0000123,1977,Nominee,BAFTA Film Award,Best Costume Design,Monica Howe,nm0397881
tt0074256,BAFTA Awards,ev0000123,1977,Nominee,BAFTA Film Award,Best Direction,Alan Parker,nm0000570
tt0074256,BAFTA Awards,ev0000123,1977,Nominee,BAFTA Film Award,Best Film,,
tt0074256,"Academy of Science Fiction, Fantasy & Horror Films, USA",ev0000004,1977,Nominee,Golden Scroll,Best Fantasy Film,,
tt0074256,Cannes Film Festival,ev0000147,1976,Nominee,Palme d'Or,,Alan Parker,nm0000570
tt0074256,Turkish Film Critics Association (SIYAD) Awards,ev0002419,1978,Nominee,SIYAD Award,Best Foreign Film,,
tt0074605,"Academy Awards, USA",ev0000003,1977,Winner,Oscar,"Best Documentary, Features",Barbara Kopple,nm0465932
tt0074605,"Cinema Eye Honors Awards, US",ev0001823,2016,Winner,Cinema Eye Honors Award,The Influentials,Barbara Kopple,nm0465932
tt0074605,"Cinema Eye Honors Awards, US",ev0001823,2015,Winner,Cinema Eye Honors Award,The Influentials,Barbara Kopple,nm0465932
tt0074605,"Cinema Eye Honors Awards, US",ev0001823,2014,Winner,Cinema Eye Honors Award,The Influentials,Barbara Kopple,nm0465932
tt0074605,"Cinema Eye Honors Awards, US",ev0001823,2014,Winner,Cinema Eye Legacy Award,,Barbara Kopple,nm0465932
tt0074605,Grand Prix de l'UCC,ev0002756,1979,Winner,Grand Prix de l'UCC,,,
tt0074605,Los Angeles Film Critics Association Awards,ev0000407,1977,Winner,Special Award,,Barbara Kopple,nm0465932
tt0074605,"National Board of Review, USA",ev0000464,1977,Winner,NBR Award,Top Ten Films,,
tt0074605,"National Film Preservation Board, USA",ev0000468,1990,Winner,National Film Registry,,,
tt0074891,"Golden Globes, USA",ev0000292,1977,Nominee,Golden Globe,Best Documentary,,
tt0074891,"American Cinema Editors, USA",ev0000017,1977,Nominee,Eddie,Best Edited Documentary,Inge Behrens,nm0067063
tt0074891,Los Angeles Film Critics Association Awards,ev0000407,1976,Winner,Special Award,,Marcel Ophüls,nm0649096
tt0074891,"National Society of Film Critics Awards, USA",ev0000471,1977,Nominee,NSFC Award,Best Film,,
tt0075793,"César Awards, France",ev0000157,1977,Winner,César,Best Foreign Film (Meilleur film étranger),Ettore Scola,nm0778633
tt0075793,"Golden Globes, Italy",ev0001588,1975,Winner,Golden Globe,Best Actor (Migliore Attore),Vittorio Gassman,nm0002094
tt0075793,"Golden Globes, Italy",ev0001588,1975,Winner,Golden Globe,Best Breakthrough Actor (Migliore Attore Rivelazione),Stefano Satta Flores,nm0766370
tt0075793,"Golden Goblets, Italy",ev0002668,1975,Winner,Golden Cup,,Pio Angeletti,nm0029542
tt0075793,"Golden Goblets, Italy",ev0002668,1975,Winner,Golden Cup,,Adriano De Micheli,nm0210323
tt0075793,"Golden Goblets, Italy",ev0002668,1975,Winner,Golden Goblet,Best Actress (Migliore Attrice),Stefania Sandrelli,nm0762248
tt0075793,"Golden Goblets, Italy",ev0002668,1975,Winner,Golden Goblet,Best Director (Migliore Regista),Ettore Scola,nm0778633
tt0075793,Italian National Syndicate of Film Journalists,ev0000369,1975,Winner,Silver Ribbon,Best Supporting Actor (Migliore Attore Non Protagonista),Aldo Fabrizi,nm0264762
tt0075793,Italian National Syndicate of Film Journalists,ev0000369,1975,Winner,Silver Ribbon,Best Supporting Actress (Migliore Attrice Non Protagonista),Giovanna Ralli,nm0707728
tt0075793,Italian National Syndicate of Film Journalists,ev0000369,1975,Winner,Silver Ribbon,Best Screenplay (Migliore Sceneggiatura),Agenore Incrocci,nm0408488
tt0075793,Italian National Syndicate of Film Journalists,ev0000369,1975,Winner,Silver Ribbon,Best Screenplay (Migliore Sceneggiatura),Furio Scarpelli,nm0769249
tt0075793,Italian National Syndicate of Film Journalists,ev0000369,1975,Winner,Silver Ribbon,Best Screenplay (Migliore Sceneggiatura),Ettore Scola,nm0778633
tt0075793,Italian National Syndicate of Film Journalists,ev0000369,1975,Nominee,Silver Ribbon,Best Director (Regista del Miglior Film),Ettore Scola,nm0778633
tt0075793,Italian National Syndicate of Film Journalists,ev0000369,1975,Nominee,Silver Ribbon,Best Actor (Migliore Attore Protagonista),Stefano Satta Flores,nm0766370
tt0075793,Moscow International Film Festival,ev0000450,1975,Winner,Golden Prize,,Ettore Scola,nm0778633
tt0076666,"Academy Awards, USA",ev0000003,1978,Nominee,Oscar,Best Actor in a Leading Role,John Travolta,nm0000237
tt0076666,"Golden Globes, USA",ev0000292,1978,Nominee,Golden Globe,Best Motion Picture - Comedy or Musical,,
tt0076666,"Golden Globes, USA",ev0000292,1978,Nominee,Golden Globe,Best Actor in a Motion Picture - Comedy or Musical,John Travolta,nm0000237
tt0076666,"Golden Globes, USA",ev0000292,1978,Nominee,Golden Globe,Best Original Score - Motion Picture,Barry Gibb,nm0002956
tt0076666,"Golden Globes, USA",ev0000292,1978,Nominee,Golden Globe,Best Original Score - Motion Picture,Maurice Gibb,nm0316465
tt0076666,"Golden Globes, USA",ev0000292,1978,Nominee,Golden Globe,Best Original Score - Motion Picture,Robin Gibb,nm0316471
tt0076666,"Golden Globes, USA",ev0000292,1978,Nominee,Golden Globe,Best Original Score - Motion Picture,David Shire,nm0006288
tt0076666,"Golden Globes, USA",ev0000292,1978,Nominee,Golden Globe,Best Original Song - Motion Picture,Barry Gibb,nm0002956
tt0076666,"Golden Globes, USA",ev0000292,1978,Nominee,Golden Globe,Best Original Song - Motion Picture,Maurice Gibb,nm0316465
tt0076666,"Golden Globes, USA",ev0000292,1978,Nominee,Golden Globe,Best Original Song - Motion Picture,Robin Gibb,nm0316471
tt0076666,BAFTA Awards,ev0000123,1979,Nominee,Anthony Asquith Award for Film Music,,Barry Gibb,nm0002956
tt0076666,BAFTA Awards,ev0000123,1979,Nominee,Anthony Asquith Award for Film Music,,Maurice Gibb,nm0316465
tt0076666,BAFTA Awards,ev0000123,1979,Nominee,Anthony Asquith Award for Film Music,,Robin Gibb,nm0316471
tt0076666,BAFTA Awards,ev0000123,1979,Nominee,BAFTA Film Award,Best Sound,Michael Colgan,nm0171433
tt0076666,BAFTA Awards,ev0000123,1979,Nominee,BAFTA Film Award,Best Sound,Les Lazarowitz,nm0493796
tt0076666,BAFTA Awards,ev0000123,1979,Nominee,BAFTA Film Award,Best Sound,John Wilkinson,nm0929414
tt0076666,BAFTA Awards,ev0000123,1979,Nominee,BAFTA Film Award,Best Sound,Robert W. Glass Jr.,nm0321903
tt0076666,BAFTA Awards,ev0000123,1979,Nominee,BAFTA Film Award,Best Sound,John T. Reitz,nm0718676
tt0076666,DVD Exclusive Awards,ev0001644,2003,Nominee,DVD Premiere Award,"Best Audio Commentary, Library Release",John Badham,nm0000824
tt0076666,"Golden Screen, Germany",ev0000297,1978,Winner,Golden Screen,,,
tt0076666,"National Board of Review, USA",ev0000464,1977,Winner,NBR Award,Best Actor,John Travolta,nm0000237
tt0076666,"National Board of Review, USA",ev0000464,1977,Winner,NBR Award,Top Ten Films,,
tt0076666,"National Film Preservation Board, USA",ev0000468,2010,Winner,National Film Registry,,,
tt0076666,"National Society of Film Critics Awards, USA",ev0000471,1977,Nominee,NSFC Award,Best Actor,John Travolta,nm0000237
tt0076666,New York Film Critics Circle Awards,ev0000484,1977,Nominee,NYFCC Award,Best Actor,John Travolta,nm0000237
tt0076666,New York Film Critics Circle Awards,ev0000484,1977,Nominee,NYFCC Award,Best Supporting Actress,Donna Pescow,nm0675950
tt0076666,"Writers Guild of America, USA",ev0000710,1978,Nominee,WGA Award (Screen),Best Drama Written Directly for the Screen,Norman Wexler,nm0923319
tt0076740,"Academy Awards, USA",ev0000003,1978,Nominee,Oscar,Best Sound,Robert Knudson,nm0461702
tt0076740,"Academy Awards, USA",ev0000003,1978,Nominee,Oscar,Best Sound,Robert Glass,nm0321915
tt0076740,"Academy Awards, USA",ev0000003,1978,Nominee,Oscar,Best Sound,Richard Tyler,nm0878889
tt0076740,"Academy Awards, USA",ev0000003,1978,Nominee,Oscar,Best Sound,Jean-Louis Ducarme,nm0239707
tt0076740,"Academy of Science Fiction, Fantasy & Horror Films, USA",ev0000004,2015,Nominee,Saturn Award,Best DVD/Blu-Ray Special Edition Release,,
tt0076740,Melbourne International Film Festival,ev0000427,2014,Nominee,People's Choice Award,Best Narrative Feature,William Friedkin,nm0001243
tt0076855,Taormina International Film Festival,ev0000642,1977,Winner,Golden Charybdis,,Agnès Varda,nm0889513
tt0078090,Mannheim-Heidelberg International Filmfestival,ev0000358,1978,Winner,Josef von Sternberg Award,,Johan van der Keuken,nm0450627
tt0078106,"National Film Preservation Board, USA",ev0000468,1998,Winner,National Film Registry,,,
tt0078754,"Academy Awards, USA",ev0000003,1980,Winner,Oscar,Best Art Direction-Set Decoration,Philip Rosenberg,nm0742303
tt0078754,"Academy Awards, USA",ev0000003,1980,Winner,Oscar,Best Art Direction-Set Decoration,Tony Walton,nm0910589
tt0078754,"Academy Awards, USA",ev0000003,1980,Winner,Oscar,Best Art Direction-Set Decoration,Edward Stewart,nm0829357
tt0078754,"Academy Awards, USA",ev0000003,1980,Winner,Oscar,Best Art Direction-Set Decoration,Gary J. Brink,nm0109549
tt0078754,"Academy Awards, USA",ev0000003,1980,Winner,Oscar,Best Costume Design,Albert Wolsky,nm0938717
tt0078754,"Academy Awards, USA",ev0000003,1980,Winner,Oscar,Best Film Editing,Alan Heim,nm0374189
tt0078754,"Academy Awards, USA",ev0000003,1980,Winner,Oscar,"Best Music, Original Song Score and Its Adaptation or Best Adaptation Score",Ralph Burns,nm0005985
tt0078754,"Academy Awards, USA",ev0000003,1980,Nominee,Oscar,Best Picture,Robert Alan Aurthur,nm0015899
tt0078754,"Academy Awards, USA",ev0000003,1980,Nominee,Oscar,Best Actor in a Leading Role,Roy Scheider,nm0001702
tt0078754,"Academy Awards, USA",ev0000003,1980,Nominee,Oscar,Best Director,Bob Fosse,nm0002080
